"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","Database"
"HALLMARK_G2M_CHECKPOINT","HALLMARK_G2M_CHECKPOINT",193,-0.66826270443734,-2.23015850278066,1.00694647747594e-13,2.51736619368986e-12,1.90789858890179e-12,2979,"tags=56%, list=20%, signal=46%","SNRPD1/DKC1/RBM14/CDK4/MAP3K20/SLC38A1/KPNA2/CDC45/RAD21/HNRNPU/SMAD3/LIG3/SAP30/POLA2/NASP/DTYMK/AMD1/CKS2/INCENP/NOLC1/ILF3/NSD2/SQLE/DDX39A/SMC4/CDK1/CTCF/POLE/LBR/AURKA/DBF4/HMGB3/MAD2L1/PTTG1/BCL3/SMC2/HNRNPD/CHAF1A/KIF20B/CENPE/MCM3/UBE2C/TMPO/SLC7A1/SMC1A/CDC7/MCM6/FANCC/AURKB/HMGN2/TLE3/CKS1B/BIRC5/MCM2/RAD54L/TRAIP/BARD1/PRC1/KIF22/MCM5/CDC25B/CDC20/RBL1/CHEK1/STMN1/SLC7A5/BUB1/MEIS1/NUSAP1/RACGAP1/CCNF/SUV39H1/STIL/NEK2/CDC25A/KNL1/CCNA2/TOP2A/CENPF/EFNA5/CCNB2/CDC6/FBXO5/BRCA2/GINS2/PBK/TACC3/TPX2/DMD/ESPL1/EZH2/PLK1/PLK4/TROAP/KIF11/KIF4A/POLQ/MKI67/EXO1/KIF2C/CDKN3/LMNB1/TTK/KIF15/CDKN2C/MYBL2/NDC80/CENPA/HOXC10","HALLMARKER"
"HALLMARK_E2F_TARGETS","HALLMARK_E2F_TARGETS",198,-0.674632905377863,-2.26132396767292,1.00922118451166e-14,5.0461059225583e-13,3.82441712025471e-13,2719,"tags=56%, list=19%, signal=46%","KPNA2/POLD3/RAD21/MMS22L/NUP153/RANBP1/POLA2/LIG1/RBBP7/NASP/TUBB/SMC3/CKS2/MSH2/DEK/NOLC1/ILF3/PSIP1/DDX39A/SMC4/RFC2/ANP32E/CDK1/CTCF/USP1/DCTPP1/POLE/LBR/AURKA/NCAPD2/HMGB3/PAICS/CIT/GINS4/MAD2L1/PTTG1/HNRNPD/ATAD2/RFC3/MTHFD2/DNMT1/MCM7/UBE2T/CENPE/CBX5/MCM3/RNASEH2A/DCLRE1B/TMPO/SMC1A/RAD51AP1/MXD3/MCM6/DSCC1/HELLS/BRCA1/POLD1/SSRP1/AURKB/CKS1B/TRIP13/GINS1/BIRC5/MCM2/BARD1/KIF22/MCM5/DLGAP5/CDC25B/CDC20/CHEK1/STMN1/RACGAP1/SUV39H1/RRM2/SPC25/CDCA3/MELK/CDC25A/TOP2A/DEPDC1/TCF19/TIMELESS/CCNB2/GINS3/DIAPH3/HMGB2/SPAG5/BRCA2/BUB1B/TACC3/CDCA8/ESPL1/SHMT1/EZH2/PLK1/ASF1B/PLK4/KIF4A/TK1/SPC24/MKI67/CENPM/KIF2C/CDKN3/LMNB1/E2F8/CDKN2C/KIF18B/MYBL2","HALLMARKER"
"KEGG_Viral protein interaction with cytokine and cytokine receptor","KEGG_Viral protein interaction with cytokine and cytokine receptor",49,0.7421495629308,2.01115627746603,6.30976678788575e-06,0.000797029704998024,0.000753931487352133,1559,"tags=57%, list=11%, signal=51%","CCL7/CXCR4/CCL20/CXCL14/IL24/CXCL10/CXCL2/ACKR3/PF4V1/CSF1R/CCL3/CXCL8/CXCL6/TNFSF10/TNFRSF1B/CXCL3/TNFRSF10C/CCL5/IL34/CCL27/CXCL5/CCL18/ACKR4/TNFRSF10D/CXCL11/CCL11/TNFRSF10B/IL20RB","KEGG"
"KEGG_Cytokines and growth factors","KEGG_Cytokines and growth factors",132,0.596406525901174,1.84761941569971,6.55092908217554e-06,0.000797029704998024,0.000753931487352133,1362,"tags=41%, list=9%, signal=37%","CSF2/CCL7/GDF1/CCL20/CXCL14/IL24/TNFSF18/TGFA/CXCL10/CXCL2/INHBB/IL32/NRG3/CSF3/EFNA2/LTB/PF4V1/FGF13/CCL3/CXCL8/CXCL6/PDGFB/MSTN/NTF4/TNFSF10/IL33/GDF15/GDF6/EFNA1/EFNA3/ANGPT1/CXCL3/LEP/CCL5/IL34/IL17D/CCL27/FGF9/CXCL5/CCL18/NTF3/IL23A/TNFSF4/BMP2/BMP6/IL1A/EGF/TNFSF13B/GAS6/ANGPT2/CXCL11/GDNF/CCL11/IL1RN","KEGG"
"KEGG_Chemokine signaling pathway","KEGG_Chemokine signaling pathway",137,0.573233495157474,1.7885180125787,1.66234832805662e-05,0.00151689284935166,0.00143486908316466,1489,"tags=21%, list=10%, signal=19%","CCL7/CXCR4/CCL20/CXCL14/ELMO1/CXCL10/CXCL2/PLCG2/PF4V1/CCL3/CXCL8/CXCL6/ADCY2/CXCL3/CCL5/SHC2/CCL27/PLCB4/PIK3CG/CXCL5/CCL18/RASGRP2/PLCB2/PREX1/ADCY1/CXCL11/CCL11/SHC3/ADCY5","KEGG"
"KEGG_Rheumatoid arthritis","KEGG_Rheumatoid arthritis",74,0.612451194422496,1.77462689398325,0.00015940334068162,0.00831174562125592,0.00786230011181526,1209,"tags=32%, list=8%, signal=30%","CSF2/CCL20/ATP6V0D2/ATP6V0A4/CXCL2/HLA-DOB/LTB/TLR4/CCL3/MMP1/CXCL8/CXCL6/FLT1/HLA-DRB1/ANGPT1/TEK/CXCL3/CCL5/MMP3/CXCL5/IL23A/IL1A/TNFSF13B/HLA-DRA","KEGG"
"KEGG_Lysosome","KEGG_Lysosome",121,0.564419814568104,1.74130464522926,0.00015228573874184,0.00831174562125592,0.00786230011181526,3002,"tags=49%, list=21%, signal=39%","LAMP3/ATP6V0D2/ATP6V0A4/CTSS/AP1M2/FUCA1/CTSF/CTSO/CTSB/GM2A/CTSZ/HEXB/ABCA2/PSAP/ASAH1/CTSH/AP1S1/ARSG/GALC/IDUA/CD63/CTSD/SLC17A5/LGMN/SMPD1/IDS/GAA/GNS/GNPTG/MANBA/LAMP1/MAN2B1/SLC11A2/SUMF1/ATP6V0A1/CTSC/DMXL2/CLTB/ATP6AP1/PLA2G15/DNASE2/NAGLU/GNPTAB/LAMP2/ARSA/CTSA/HEXA/CD164/CTSK/HGSNAT/LAPTM4A/DMXL1/NPC2/ATP6V1H/AP1S2/SORT1/AP3S1/AGA/CD68","KEGG"
"KEGG_IL-17 signaling pathway","KEGG_IL-17 signaling pathway",77,0.59379230255956,1.73959355779589,0.000692729837544275,0.0316057988379575,0.0298967614098055,938,"tags=21%, list=6%, signal=20%","CSF2/CCL7/CCL20/CXCL10/CXCL2/CSF3/MMP1/CXCL8/CXCL6/MMP9/MAPK15/S100A7/CXCL3/IL17D/MMP3/CXCL5","KEGG"
"KEGG_Cytokine-cytokine receptor interaction","KEGG_Cytokine-cytokine receptor interaction",159,0.544402625450104,1.72740235953432,4.97216809747774e-05,0.00362968271115875,0.00343341291783726,1681,"tags=39%, list=11%, signal=35%","CSF2/CCL7/GDF1/CXCR4/CCL20/CXCL14/IL24/TNFSF18/CXCL10/CXCL2/INHBB/CSF2RB/CD40/IL32/ACKR3/CSF3/IFNLR1/LTB/PF4V1/PRLR/CSF1R/CCL3/CXCL8/CXCL6/MSTN/TNFSF10/IL33/GDF15/GDF6/ACVRL1/IL1RL1/TNFRSF1B/CXCL3/TNFRSF10C/LEP/CCL5/IL34/IL17D/CCL27/CXCL5/CCL18/ACKR4/IL23A/TNFRSF11B/TNFSF4/BMP2/BMP6/IL1A/TNFSF13B/TNFRSF10D/LEPR/CXCL11/CCL11/IL1RN/EDA2R/TNFRSF10B/CD70/IL20RB/TNFRSF25/IL15RA/IFNE/IFNGR1","KEGG"
"KEGG_Epithelial cell signaling in Helicobacter pylori infection","KEGG_Epithelial cell signaling in Helicobacter pylori infection",66,0.552444826314982,1.56990284558662,0.00921917890187762,0.210312518699083,0.198940176303675,3114,"tags=39%, list=21%, signal=31%","ATP6V0D2/ATP6V0A4/CXCL2/PLCG2/CXCL8/F11R/CXCL3/CCL5/JUN/MAPK11/ATP6V1C2/CXCL1/JAM3/HBEGF/ATP6V1G1/ATP6V0A1/ATP6AP1/ATP6V0E1/MAPK13/ATP6V1H/ATP6V1A/ATP6V1E1/ATP6V1D/ADAM10/ATP6V1F/MET","KEGG"
"KEGG_ABC transporters","KEGG_ABC transporters",36,0.602820543285245,1.52861403550581,0.0220095675579211,0.363766923476309,0.344096758183791,1464,"tags=31%, list=10%, signal=28%","ABCB1/ABCA9/ABCG1/ABCA10/ABCA6/ABCA7/ABCA3/ABCA1/DEFB1/ABCB5/ABCA2","KEGG"
"KEGG_Leukocyte transendothelial migration","KEGG_Leukocyte transendothelial migration",86,0.512813872048145,1.52217003614078,0.00717543312856054,0.187073792280328,0.176958050087809,2068,"tags=22%, list=14%, signal=19%","CLDN16/CXCR4/PLCG2/PECAM1/TXK/F11R/CTNNA2/MMP9/NCF2/CLDN1/CYBA/THY1/VCAM1/MAPK11/ITGB1/CDH5/MYL12A/JAM3/MMP2","KEGG"
"KEGG_Tyrosine metabolism","KEGG_Tyrosine metabolism",24,0.641129348130079,1.50034276999845,0.0354945625567314,0.392591373733544,0.371362568376647,1983,"tags=46%, list=14%, signal=40%","MAOB/DCT/TYRP1/TYR/MAOA/IL4I1/ALDH3B1/AOC2/AOX1/ADH1A/COMT","KEGG"
"KEGG_Type I diabetes mellitus","KEGG_Type I diabetes mellitus",26,0.627196552212345,1.49780281603884,0.0307594146438798,0.363766923476309,0.344096758183791,1761,"tags=54%, list=12%, signal=47%","GAD1/PTPRN2/HLA-DOB/ICA1/HLA-DRB1/PTPRN/HLA-F/HLA-B/IL1A/CPE/HLA-DRA/HLA-A/HLA-E/HLA-C","KEGG"
"KEGG_Cell adhesion molecules","KEGG_Cell adhesion molecules",211,0.455290952860205,1.49488600638389,0.0017805978311676,0.0649918208376173,0.0614774830129444,1761,"tags=35%, list=12%, signal=31%","CADM3/CLDN16/CLSTN2/DSC3/PCDHA12/HLA-DOB/CD40/PCDH19/PECAM1/CNTN4/SLITRK2/PCDHAC2/NECTIN4/CDH10/IGSF11/NTNG2/PCDHB9/F11R/ICAM2/HLA-DRB1/CD34/NFASC/PCDHB16/LRRC4B/SDK1/HLA-F/CLDN1/SELP/DSG3/PCDH1/PCDHB2/PCDH17/PCDHB10/PCDHB14/PCDHB5/ITGB3/CNTN1/ITGA11/PCDHGB4/PCDHB13/ITGAX/NRCAM/ITGB6/HLA-B/CHL1/NLGN1/ITGA7/DSG2/NCAM1/HLA-DRA/CDH13/NEGR1/NLGN4Y/HLA-A/PCDHAC1/CELSR1/PCDHGA4/PCDHGA1/SELPLG/IGDCC4/VCAM1/PCDHGA5/LRRC4/ITGA2/DSC2/PCDHGA8/PCDHGB3/HLA-E/VSIR/PCDHGB2/ITGB1/PDCD1LG2/HLA-C","KEGG"
"KEGG_Natural killer cell mediated cytotoxicity","KEGG_Natural killer cell mediated cytotoxicity",78,0.50847821875817,1.49253557560381,0.0108689892709533,0.220398949105442,0.208481197711853,2704,"tags=37%, list=18%, signal=30%","CSF2/PLCG2/NFATC2/RAET1L/ICAM2/TNFSF10/HLA-F/SHC2/HCST/HLA-B/HLA-A/SHC3/FYN/ULBP2/TNFRSF10B/IFNGR1/HLA-E/HLA-C/ULBP1/MICA/IFNAR2/HLA-G/IFNAR1/GRB2/RAC2/IFNGR2/BID/FAS/TNFRSF10A","KEGG"
"KEGG_Synaptic vesicle cycle","KEGG_Synaptic vesicle cycle",57,0.517663163162504,1.4455603930362,0.0293429142326462,0.363766923476309,0.344096758183791,3066,"tags=39%, list=21%, signal=31%","UNC13A/ATP6V0D2/ATP6V0A4/SLC1A6/SLC1A2/SLC1A7/SLC1A1/ATP6V1C2/STX1B/SYT1/SLC17A6/STX3/ATP6V1G1/ATP6V0A1/CLTB/ATP6V0E1/ATP6V1H/ATP6V1A/ATP6V1E1/STX1A/ATP6V1D/ATP6V1F","KEGG"
"KEGG_CD molecules","KEGG_CD molecules",239,0.425968289899305,1.42352563073494,0.0055810807833454,0.156699575840082,0.148226275055651,1822,"tags=32%, list=12%, signal=29%","BST2/CXCR4/RHCG/LAMP3/ABCB1/CD24/KDR/PSG4/TLR1/TREM1/CSF2RB/CD72/CD40/PECAM1/TSPAN7/CD69/TLR4/CSF1R/PSG5/RHCE/F11R/PSG7/ICAM2/PSG8/ART4/CD34/TNFSF10/KIT/SELP/TEK/TNFRSF1B/TNFRSF10C/PSG6/IGSF3/MSR1/PSG1/CD1D/ITGB3/DPP4/ITGAX/CD14/GYPC/THBD/CLEC12A/ACE/PSG2/PSG9/TNFSF4/TNFSF13B/PSG11/NCAM1/TNFRSF10D/LEPR/THY1/PRNP/NT5E/PLA2R1/CD82/CD151/SELPLG/TNFRSF10B/VCAM1/GP1BB/IFITM1/CD70/ITGA2/S1PR1/CD63/IL15RA/IFNGR1/CD59/BTN2A2/ITGB1/PDCD1LG2/PROM1/NGFR/CDH5","KEGG"
"KEGG_Vibrio cholerae infection","KEGG_Vibrio cholerae infection",47,0.532666049966263,1.42070367938641,0.046238540252149,0.456136951136065,0.431472011456753,3066,"tags=32%, list=21%, signal=25%","ATP6V0D2/ATP6V0A4/PLCG2/ATP6V1C2/ERO1A/ATP6V1G1/ATP6V0A1/ATP6AP1/ATP6V0E1/SEC61G/ATP6V1H/ATP6V1A/ATP6V1E1/ATP6V1D/ATP6V1F","KEGG"
"KEGG_Peptidases and inhibitors","KEGG_Peptidases and inhibitors",491,0.39219063507386,1.40139060426102,0.000784728608914045,0.0318251046948474,0.0301042086226675,1797,"tags=22%, list=12%, signal=20%","WFDC3/PCSK1N/MMP12/SERPIND1/CST6/SPINK7/EPHX2/C3/CAPNS2/TLL2/CPXM2/SPINK1/C2/SERPINA9/ADGRF5/CTSS/ADAMTS10/PI3/AGT/PAPPA2/ADAMTS16/CSTA/MMP1/MMP7/ANOS1/SERPINA3/CPA3/MMP9/PRSS16/CST4/BIRC3/EPHX3/COL28A1/ADAM23/SERPINE1/ADAMTS8/ADAMTS18/ADAMTS5/ADGRL4/CAPN3/DPP4/MMP10/HTRA3/SPINT2/MMP3/MMP8/PRSS8/CTSF/FSTL4/ADGRF4/ADAMTS13/CPZ/SHH/GFPT2/ACE/PAPPA/SERPINB5/BACE2/MMP23B/TMPRSS13/CPA4/CASP1/CPE/NAALADL2/TFPI/ASPRV1/NAALAD2/SERPINE2/AGBL3/USP9Y/AZU1/TIMP1/CELSR1/CST3/PLAU/CTSO/PCSK5/QPCT/CTSB/ADAMTS14/PHEX/DPP7/CPQ/PLAT/CST2/CTSZ/KLK11/SERPINI1/OVCH1/ASAH1/CTSH/EPHX4/UCHL3/ADAM12/CTSD/MMP15/APP/CST1/SERPINB10/ERAP2/ADAMTS3/CPD/TMPRSS11D/CFLAR/HTRA1/SERPINB9/PSEN2/RHBDL2/ATG4A","KEGG"
"KEGG_Lipid and atherosclerosis","KEGG_Lipid and atherosclerosis",177,0.43147782060887,1.39543395481564,0.0100252957225174,0.215248996395226,0.203609721175585,1589,"tags=18%, list=11%, signal=16%","CAMK2B/CXCL2/CYP2J2/CD40/NFATC2/ABCG1/TLR4/CCL3/MMP1/CXCL8/MMP9/NCF2/TNFSF10/SELP/CXCL3/CCL5/PLCB4/MMP3/POU2F2/CD14/CYBA/ABCA1/CASP1/PLCB2/SOD2/TNFRSF10B/VCAM1/JUN/MAPK11/ITPR1/CYP1A1","KEGG"
"KEGG_Ion channels","KEGG_Ion channels",162,0.435414260800306,1.3885491168282,0.0196574328247745,0.358748149052134,0.339349366659265,1736,"tags=33%, list=12%, signal=29%","CLIC2/KCNJ6/CNGA3/CLCA2/SCNN1B/RYR1/KCNJ15/SCN1A/P2RX5/KCNJ5/KCNH6/ANO2/KCNF1/ANO9/CACNA1G/KCNA4/GABRA2/KCNB1/GABRA5/SCN4B/SCNN1A/GRIK3/SCN2A/TRPM8/KCNJ13/KCNB2/KCNJ2/GRIA4/KCND2/TRPV2/KCND3/GABRE/CACNA2D1/KCNK15/GLRB/CLIC6/ANO5/GRIN2B/TRPM1/CHRNA1/OSTM1/CHRNA9/GRID1/KCNC4/ANO4/SCN1B/CACNB2/ASIC3/ITPR1/CLCN4/ZACN/CHRNA5/TRPC4","KEGG"
"KEGG_Wnt signaling pathway","KEGG_Wnt signaling pathway",150,0.428329358492199,1.35314266778154,0.0256048055998056,0.363766923476309,0.344096758183791,1173,"tags=16%, list=8%, signal=15%","CCND2/WNT16/CAMK2B/TPTEP2-CSNK1E/SOX17/SFRP4/NKD2/WNT4/DKK2/NFATC2/SFRP2/MMP7/TLE2/WNT9A/CCN4/CCND1/WNT11/AXIN2/RSPO3/CCDC88C/PLCB4/RSPO4/LGR6/PLCB2","KEGG"
"KEGG_Phagosome","KEGG_Phagosome",119,0.437413244163374,1.34106966283158,0.0313105935159387,0.363766923476309,0.344096758183791,2476,"tags=33%, list=17%, signal=27%","DYNC1I1/ATP6V0D2/C3/ATP6V0A4/HLA-DOB/CTSS/TLR4/HLA-DRB1/NCF2/HLA-F/MSR1/ITGB3/CD14/CYBA/HLA-B/HLA-DRA/HLA-A/PLA2R1/ATP6V1C2/ITGA2/TUBA8/THBS1/HLA-E/STX12/ITGB1/HLA-C/ITGB5/DYNC1LI2/HLA-G/LAMP1/PIK3C3/ATP6V1G1/ATP6V0A1/ATP6AP1/LAMP2/TAP1/ATP6V0E1/SEC22B/SEC61G","KEGG"
"KEGG_Glycosaminoglycan binding proteins","KEGG_Glycosaminoglycan binding proteins",143,0.422161238192683,1.32390902946206,0.0314362171202303,0.363766923476309,0.344096758183791,1633,"tags=34%, list=11%, signal=30%","AREG/CSF2/WNT16/SERPIND1/CXCL10/HPX/SLC8A3/WNT4/NTN1/PECAM1/COL6A6/EFNA2/TLR4/PF4V1/FGF13/BCAN/CCL3/CXCL8/PDGFB/TNXB/EFNA1/EFNA3/SELP/WNT9A/SERPINE1/WNT11/CCL5/SMOC1/COL13A1/FGF9/SHH/BMP2/PTN/TFPI/NCAM1/COL4A3/SERPINE2/PLAU/PRNP/COL6A2/CTSB/COLQ/PLAT/WNT10A/FN1/HGF/THBS1/APP","KEGG"
